question_id,video_id,video_path,correct_idx,pred_idx,is_correct,response,num_frames,frame_height,frame_width,total_pixels,requested_pixels,input_tokens,output_tokens,sample_fps_eff
fine_grained_action_localization_2416,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2416.mp4,2,3,0,3,4,1408,1408,7929856,262144,564,2,0.01658833259221604
fine_grained_action_localization_2431,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2431.mp4,4,0,0,0,4,1408,1408,7929856,262144,562,2,0.011595322809855545
fine_grained_action_localization_2438,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2438.mp4,0,0,1,0,4,1408,1408,7929856,262144,562,2,0.011595322809855545
fine_grained_action_localization_2456,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2456.mp4,2,1,0,1,4,1408,1408,7929856,262144,566,2,0.017311021730120852
fine_grained_action_localization_2476,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2476.mp4,2,1,0,1,4,1408,1408,7929856,262144,562,2,0.011447104904612329
fine_grained_action_localization_2483,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2483.mp4,0,3,0,3,4,1408,1408,7929856,262144,562,2,0.02814919011567732
fine_grained_action_localization_2486,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2486.mp4,3,0,0,0,4,1408,1408,7929856,262144,564,2,0.010010845285367508
fine_grained_action_localization_2501,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2501.mp4,1,0,0,0,4,1408,1408,7929856,262144,565,2,0.009039547856316964
fine_grained_action_localization_2513,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2513.mp4,1,0,0,0,4,1408,1408,7929856,262144,563,2,0.013922728758958131
fine_grained_action_localization_2545,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2545.mp4,4,0,0,0,4,1408,1408,7929856,262144,562,2,0.02814919011567732
fine_grained_action_localization_2562,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2562.mp4,2,1,0,1,4,1408,1408,7929856,262144,562,2,0.010028413889963554
fine_grained_action_localization_2579,P02-20240211-111219,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2579.mp4,1,2,0,2,4,1408,1408,7929856,262144,563,2,0.025386081128767116
fine_grained_action_localization_2588,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2588.mp4,2,2,1,2,4,1408,1408,7929856,262144,562,2,0.009761652729387548
fine_grained_action_localization_2628,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2628.mp4,1,0,0,0,4,1408,1408,7929856,262144,562,2,0.021711598340379386
fine_grained_action_localization_2653,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2653.mp4,1,0,0,0,4,1408,1408,7929856,262144,563,2,0.01721170411054593
fine_grained_action_localization_2671,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2671.mp4,3,0,0,0,4,1408,1408,7929856,262144,562,2,0.02814919011567732
fine_grained_action_localization_2683,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2683.mp4,4,1,0,1,4,1408,1408,7929856,262144,562,2,0.009761652729387548
fine_grained_action_localization_2693,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2693.mp4,2,4,0,4,4,1408,1408,7929856,262144,564,2,0.01306051414727566
fine_grained_action_localization_2726,P02-20240211-111822,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2726.mp4,0,0,1,0,4,1408,1408,7929856,262144,564,2,0.014272121789582003
fine_grained_action_localization_2735,P02-20240211-100250,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2735.mp4,2,0,0,0,4,1408,1408,7929856,262144,564,2,0.012503907551228538
fine_grained_action_localization_2771,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2771.mp4,2,0,0,0,4,1408,1408,7929856,262144,563,2,0.0112771358661335
fine_grained_action_localization_2790,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2790.mp4,1,3,0,3,4,1408,1408,7929856,262144,561,2,0.04737465505923402
fine_grained_action_localization_2813,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2813.mp4,3,0,0,0,4,1408,1408,7929856,262144,562,2,0.013922728758958131
fine_grained_action_localization_2823,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2823.mp4,2,1,0,1,4,1408,1408,7929856,262144,562,2,0.027855152620620178
fine_grained_action_localization_2832,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2832.mp4,1,0,0,0,4,1408,1408,7929856,262144,562,2,0.009039547856316964
fine_grained_action_localization_2914,P02-20240210-195833,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2914.mp4,1,0,0,0,4,1408,1408,7929856,262144,565,2,0.025597270291097863
fine_grained_action_localization_2927,P02-20240211-104948,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2927.mp4,2,0,0,0,4,1408,1408,7929856,262144,561,2,0.02715546409837971
fine_grained_action_localization_2938,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2938.mp4,2,0,0,0,4,1408,1408,7929856,262144,563,2,0.009965122378163698
fine_grained_action_localization_2946,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2946.mp4,1,0,0,0,4,1408,1408,7929856,262144,563,2,0.01721170411054593
fine_grained_action_localization_2974,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2974.mp4,3,0,0,0,4,1408,1408,7929856,262144,563,2,0.014736583236799604
fine_grained_action_localization_2996,P02-20240211-111219,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_2996.mp4,4,3,0,3,4,1408,1408,7929856,262144,561,2,0.025386081128767116
fine_grained_action_localization_3011,P02-20240210-195833,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3011.mp4,2,0,0,0,4,1408,1408,7929856,262144,562,2,0.020157903886426874
fine_grained_action_localization_3034,P02-20240210-122334,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3034.mp4,1,2,0,2,4,1408,1408,7929856,262144,564,2,0.012630249930449452
fine_grained_action_localization_3066,P02-20240211-111219,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3066.mp4,1,0,0,0,4,1408,1408,7929856,262144,565,2,0.023081362068670317
fine_grained_action_localization_3074,P02-20240211-115653,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3074.mp4,0,2,0,2,4,1408,1408,7929856,262144,562,2,0.009910802426090192
fine_grained_action_localization_3085,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3085.mp4,4,1,0,1,4,1408,1408,7929856,262144,565,2,0.012578615868875768
fine_grained_action_localization_3097,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3097.mp4,1,0,0,0,4,1408,1408,7929856,262144,562,2,0.010028413889963554
fine_grained_action_localization_3118,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3118.mp4,4,0,0,0,4,1408,1408,7929856,262144,563,2,0.014270425275849225
fine_grained_action_localization_3138,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3138.mp4,4,2,0,2,4,1408,1408,7929856,262144,562,2,0.016673613510373293
fine_grained_action_localization_3177,P02-20240210-195833,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3177.mp4,2,0,0,0,4,1408,1408,7929856,262144,562,2,0.025597270291097863
fine_grained_action_localization_3190,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3190.mp4,3,0,0,0,4,1408,1408,7929856,262144,563,2,0.014736583236799604
fine_grained_action_localization_3209,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3209.mp4,2,1,0,1,4,1408,1408,7929856,262144,563,2,0.014736583236799604
fine_grained_action_localization_3233,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3233.mp4,0,3,0,3,4,1408,1408,7929856,262144,561,2,0.02814919011567732
fine_grained_action_localization_3242,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3242.mp4,2,1,0,1,4,1408,1408,7929856,262144,562,2,0.01579155132968026
fine_grained_action_localization_3301,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3301.mp4,2,0,0,0,4,1408,1408,7929856,262144,564,2,0.014736583236799604
fine_grained_action_localization_3317,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3317.mp4,0,1,0,1,4,1408,1408,7929856,262144,562,2,0.03065917339596898
fine_grained_action_localization_3345,P02-20240211-104948,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3345.mp4,4,3,0,3,4,1408,1408,7929856,262144,561,2,0.03268864015386645
fine_grained_action_localization_3356,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3356.mp4,1,1,1,1,4,1408,1408,7929856,262144,563,2,0.01241208086330839
fine_grained_action_localization_3394,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3394.mp4,2,2,1,2,4,1408,1408,7929856,262144,563,2,0.010024225364454135
fine_grained_action_localization_3417,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3417.mp4,4,0,0,0,4,1408,1408,7929856,262144,562,2,0.020325202726012875
fine_grained_action_localization_3423,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3423.mp4,4,0,0,0,4,1408,1408,7929856,262144,566,2,0.0192585457763954
fine_grained_action_localization_3432,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3432.mp4,1,0,0,0,4,1408,1408,7929856,262144,563,2,0.011835486377909767
fine_grained_action_localization_3446,P02-20240211-104948,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3446.mp4,2,2,1,2,4,1408,1408,7929856,262144,561,2,0.03268864015386645
fine_grained_action_localization_3468,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3468.mp4,4,0,0,0,4,1408,1408,7929856,262144,563,2,0.014270425275849225
fine_grained_action_localization_3481,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3481.mp4,3,0,0,0,4,1408,1408,7929856,262144,564,2,0.010010845285367508
fine_grained_action_localization_3493,P02-20240210-100308,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3493.mp4,3,3,1,3,4,1408,1408,7929856,262144,563,2,0.018936405878851554
fine_grained_action_localization_3512,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3512.mp4,1,3,0,3,4,1408,1408,7929856,262144,563,2,0.013922728758958131
fine_grained_action_localization_3536,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3536.mp4,3,0,0,0,4,1408,1408,7929856,262144,565,2,0.021711598340379386
fine_grained_action_localization_3569,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3569.mp4,3,1,0,1,4,1408,1408,7929856,262144,563,2,0.011835486377909767
fine_grained_action_localization_3609,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3609.mp4,1,0,0,0,4,1408,1408,7929856,262144,562,2,0.028024287712899807
fine_grained_action_localization_3619,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3619.mp4,2,2,1,2,4,1408,1408,7929856,262144,563,2,0.01579155132968026
fine_grained_action_localization_3630,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3630.mp4,0,4,0,4,4,1408,1408,7929856,262144,564,2,0.02372010206720269
fine_grained_action_localization_3637,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3637.mp4,4,2,0,2,4,1408,1408,7929856,262144,562,2,0.020325202726012875
fine_grained_action_localization_3655,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3655.mp4,3,0,0,0,4,1408,1408,7929856,262144,567,2,0.0192585457763954
fine_grained_action_localization_3665,P02-20240211-115653,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3665.mp4,4,2,0,2,4,1408,1408,7929856,262144,564,2,0.015764582548657587
fine_grained_action_localization_3709,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3709.mp4,3,0,0,0,4,1408,1408,7929856,262144,563,2,0.019547157119717797
fine_grained_action_localization_3741,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3741.mp4,4,3,0,3,4,1408,1408,7929856,262144,562,2,0.008214114347075564
fine_grained_action_localization_3776,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3776.mp4,4,0,0,0,4,1408,1408,7929856,262144,565,2,0.00860955649472974
fine_grained_action_localization_3805,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3805.mp4,4,0,0,0,4,1408,1408,7929856,262144,563,2,0.020325202726012875
fine_grained_action_localization_3818,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3818.mp4,1,3,0,3,4,1408,1408,7929856,262144,563,2,0.014736583236799604
fine_grained_action_localization_3828,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3828.mp4,3,1,0,1,4,1408,1408,7929856,262144,563,2,0.009039547856316964
fine_grained_action_localization_3836,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3836.mp4,4,4,1,4,4,1408,1408,7929856,262144,563,2,0.016673613510373293
fine_grained_action_localization_3870,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3870.mp4,0,0,1,0,4,1408,1408,7929856,262144,563,2,0.014270425275849225
fine_grained_action_localization_3877,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3877.mp4,1,0,0,0,4,1408,1408,7929856,262144,562,2,0.011595322809855545
fine_grained_action_localization_3893,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3893.mp4,3,0,0,0,4,1408,1408,7929856,262144,566,2,0.010010845285367508
fine_grained_action_localization_3919,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3919.mp4,4,0,0,0,4,1408,1408,7929856,262144,561,2,0.033333332803514276
fine_grained_action_localization_3943,P02-20240211-111822,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3943.mp4,0,0,1,0,4,1408,1408,7929856,262144,563,2,0.012623605578021464
fine_grained_action_localization_3951,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3951.mp4,3,0,0,0,4,1408,1408,7929856,262144,563,2,0.013922728758958131
fine_grained_action_localization_3964,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3964.mp4,0,1,0,1,4,1408,1408,7929856,262144,565,2,0.010010845285367508
fine_grained_action_localization_3988,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3988.mp4,0,0,1,0,4,1408,1408,7929856,262144,565,2,0.010010845285367508
fine_grained_action_localization_3994,P02-20240211-111822,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_3994.mp4,1,0,0,0,4,1408,1408,7929856,262144,562,2,0.00797819293727582
fine_grained_action_localization_4015,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4015.mp4,0,0,1,0,4,1408,1408,7929856,262144,563,2,0.010028413889963554
fine_grained_action_localization_4057,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4057.mp4,4,1,0,1,4,1408,1408,7929856,262144,563,2,0.01900237493102695
fine_grained_action_localization_4081,P02-20240211-111822,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4081.mp4,2,2,1,2,4,1408,1408,7929856,262144,564,2,0.012623605578021464
fine_grained_action_localization_4093,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4093.mp4,1,1,1,1,4,1408,1408,7929856,262144,565,2,0.008214114347075564
fine_grained_action_localization_4130,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4130.mp4,4,0,0,0,4,1408,1408,7929856,262144,564,2,0.009761652729387548
fine_grained_action_localization_4150,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4150.mp4,0,0,1,0,4,1408,1408,7929856,262144,564,2,0.02477291589250763
fine_grained_action_localization_4163,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4163.mp4,1,2,0,2,4,1408,1408,7929856,262144,563,2,0.02477291589250763
fine_grained_action_localization_4188,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4188.mp4,1,0,0,0,4,1408,1408,7929856,262144,565,2,0.02372010206720269
fine_grained_action_localization_4223,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4223.mp4,2,3,0,3,4,1408,1408,7929856,262144,564,2,0.009761652729387548
fine_grained_action_localization_4255,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4255.mp4,0,0,1,0,4,1408,1408,7929856,262144,564,2,0.012071219903587047
fine_grained_action_localization_4284,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4284.mp4,2,0,0,0,4,1408,1408,7929856,262144,563,2,0.01306051414727566
fine_grained_action_localization_4297,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4297.mp4,2,1,0,1,4,1408,1408,7929856,262144,561,2,0.026466695715385603
fine_grained_action_localization_4307,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4307.mp4,4,0,0,0,4,1408,1408,7929856,262144,563,2,0.011595322809855545
fine_grained_action_localization_4328,P02-20240211-111822,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4328.mp4,3,0,0,0,4,1408,1408,7929856,262144,565,2,0.014272121789582003
fine_grained_action_localization_4344,P02-20240211-111219,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4344.mp4,2,0,0,0,4,1408,1408,7929856,262144,562,2,0.023242300300355553
fine_grained_action_localization_4362,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4362.mp4,1,0,0,0,4,1408,1408,7929856,262144,564,2,0.019105238576203616
fine_grained_action_localization_4374,P02-20240211-115653,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4374.mp4,1,0,0,0,4,1408,1408,7929856,262144,563,2,0.027567194263333667
fine_grained_action_localization_4395,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4395.mp4,4,3,0,3,4,1408,1408,7929856,262144,563,2,0.019801980712205555
fine_grained_action_localization_4414,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4414.mp4,3,0,0,0,4,1408,1408,7929856,262144,566,2,0.0192585457763954
fine_grained_action_localization_4455,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4455.mp4,3,0,0,0,4,1408,1408,7929856,262144,562,2,0.020026702889643894
fine_grained_action_localization_4474,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4474.mp4,1,0,0,0,4,1408,1408,7929856,262144,566,2,0.02372010206720269
fine_grained_action_localization_4505,P02-20240209-194141,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4505.mp4,1,2,0,2,4,1408,1408,7929856,262144,562,2,0.010024225364454135
fine_grained_action_localization_4520,P02-20240211-111219,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4520.mp4,3,1,0,1,4,1408,1408,7929856,262144,564,2,0.023081362068670317
fine_grained_action_localization_4558,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4558.mp4,2,2,1,2,4,1408,1408,7929856,262144,564,2,0.00860955649472974
fine_grained_action_localization_4571,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4571.mp4,3,0,0,0,4,1408,1408,7929856,262144,564,2,0.014130946776607707
fine_grained_action_localization_4588,P02-20240210-122334,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4588.mp4,2,0,0,0,4,1408,1408,7929856,262144,564,2,0.012630249930449452
fine_grained_action_localization_4608,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4608.mp4,3,0,0,0,4,1408,1408,7929856,262144,562,2,0.026466695715385603
fine_grained_action_localization_4651,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4651.mp4,4,0,0,0,4,1408,1408,7929856,262144,562,2,0.019801980712205555
fine_grained_action_localization_4675,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4675.mp4,0,0,1,0,4,1408,1408,7929856,262144,564,2,0.02477291589250763
fine_grained_action_localization_4701,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4701.mp4,1,4,0,4,4,1408,1408,7929856,262144,563,2,0.04640371230340111
fine_grained_action_localization_4720,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4720.mp4,4,3,0,3,4,1408,1408,7929856,262144,564,2,0.035149385669113235
fine_grained_action_localization_4746,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4746.mp4,1,0,0,0,4,1408,1408,7929856,262144,563,2,0.016652789190145397
fine_grained_action_localization_4768,P02-20240211-111822,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4768.mp4,2,2,1,2,4,1408,1408,7929856,262144,564,2,0.026572187414155034
fine_grained_action_localization_4776,P02-20240210-122334,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4776.mp4,1,4,0,4,4,1408,1408,7929856,262144,564,2,0.01938610710146772
fine_grained_action_localization_4793,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4793.mp4,3,1,0,1,4,1408,1408,7929856,262144,564,2,0.014270425275849225
fine_grained_action_localization_4848,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4848.mp4,1,0,0,0,4,1408,1408,7929856,262144,562,2,0.0192585457763954
fine_grained_action_localization_4890,P02-20240209-184316,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4890.mp4,4,4,1,4,4,1408,1408,7929856,262144,564,2,0.020325202726012875
fine_grained_action_localization_4920,P02-20240210-122334,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4920.mp4,2,0,0,0,4,1408,1408,7929856,262144,564,2,0.012630249930449452
fine_grained_action_localization_4934,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4934.mp4,3,0,0,0,4,1408,1408,7929856,262144,563,2,0.016673613510373293
fine_grained_action_localization_4941,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4941.mp4,2,1,0,1,4,1408,1408,7929856,262144,562,2,0.01306051414727566
fine_grained_action_localization_4973,P02-20240211-111822,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4973.mp4,0,0,1,0,4,1408,1408,7929856,262144,562,2,0.008970621050519314
fine_grained_action_localization_4985,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_4985.mp4,2,4,0,4,4,1408,1408,7929856,262144,565,2,0.014130946776607707
fine_grained_action_localization_5019,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_5019.mp4,2,0,0,0,4,1408,1408,7929856,262144,563,2,0.02985074602965391
fine_grained_action_localization_5031,P02-20240211-120927,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_5031.mp4,1,0,0,0,4,1408,1408,7929856,262144,565,2,0.018317813561023567
fine_grained_action_localization_5063,P02-20240210-122334,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_5063.mp4,1,4,0,4,4,1408,1408,7929856,262144,563,2,0.01938610710146772
fine_grained_action_localization_5092,P02-20240211-104948,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_5092.mp4,0,2,0,2,4,1408,1408,7929856,262144,564,2,0.02715546409837971
fine_grained_action_localization_5113,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_5113.mp4,3,2,0,2,4,1408,1408,7929856,262144,563,2,0.019801980712205555
fine_grained_action_localization_5135,P02-20240211-141313,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_5135.mp4,0,0,1,0,4,1408,1408,7929856,262144,566,2,0.01760821669984215
fine_grained_action_localization_5155,P02-20240211-175138,/content/drive/MyDrive/381V final project/eval data/trimmed_clips/fine_grained_action_localization_5155.mp4,4,1,0,1,4,1408,1408,7929856,262144,562,2,0.012578615868875768
